;Values;Average_difference;Average_value;Std_values;videoid;channel
1;Lightness;0.1902233290533773;70.28121660789017;8.426889455722602;15;SuperSimpleSongs
2;Saturation;0.270941289348553;63.78175805708374;13.540633422875269;15;SuperSimpleSongs
0;Hue;0.650991266812502;402.20368087169305;46.29729515852978;16;SuperSimpleSongs
1;Lightness;0.10052358182181671;86.5006730945822;5.691231039408329;16;SuperSimpleSongs
2;Saturation;0.10207441146753543;88.21093156160536;7.860658365873206;16;SuperSimpleSongs
0;Hue;1.1647556255080689;275.4937712955208;78.34202441303677;17;SuperSimpleSongs
1;Lightness;0.24519678666100073;59.52585559780996;16.01665431757017;17;SuperSimpleSongs
2;Saturation;0.23555471917008972;63.6966628098282;14.688266265243112;17;SuperSimpleSongs
0;Hue;0.5754133226676301;322.18672528181264;53.59200679045817;18;SuperSimpleSongs
1;Lightness;0.10076293981795947;78.58458151674431;3.3295674222107547;18;SuperSimpleSongs
2;Saturation;0.1895951093601414;74.62034916538768;7.606999718074911;18;SuperSimpleSongs
0;Hue;0.6346668066872931;418.85212302963595;32.54840800580985;19;SuperSimpleSongs
1;Lightness;0.10232201254804758;84.49585693806642;5.716130770948498;19;SuperSimpleSongs
2;Saturation;0.08995171958475608;87.33475601558261;7.776027803878678;19;SuperSimpleSongs
0;Hue;1.128779658798209;173.7411735744182;50.43781971823566;20;SuperSimpleSongs
1;Lightness;0.22173502159880729;47.88313685860196;7.622265845065785;20;SuperSimpleSongs
2;Saturation;0.21126866754052867;61.55344932313762;6.890908398787329;20;SuperSimpleSongs
