frame_number;scene_change_boolean;all_frames;half_half_second;half_second;per_second;two_seconds
204;0;26.4951228579823;156.73021828629615;156.8969631503253;;
205;0;25.987545352091193;;;;
206;0;26.511151412469243;;;;
207;0;25.012573434903942;;;;
208;0;27.42175474146044;;;;
209;0;26.42545467495005;;;;
210;0;25.96923324197016;157.0774321113395;;;
211;0;26.249555240254466;;;;
212;0;24.991809034621113;;;;
213;1;299.5924910625422;;;;
214;0;10.032717921469555;;;;
215;0;13.364255815637057;;;;
216;0;14.863297789487321;253.75576673758258;124.40594199937829;116.89065793784638;
217;0;15.842242697342032;;;;
218;0;17.737849153720074;;;;
219;0;17.32241645175631;;;;
220;0;18.11238887099805;;;;
221;0;18.003990195082096;;;;
222;0;19.3069071505599;56.6370623854222;;;
223;0;19.40632219617831;;;;
224;0;19.481482376669987;;;;
225;0;20.736592690676748;;;;
226;0;20.841386046780833;;;;
227;0;20.26396812036121;;;;
228;0;19.167671479203094;59.23234822501899;76.32601764680571;;
229;0;18.350630010180428;;;;
230;0;19.655570006437543;;;;
231;0;20.633454793191586;;;;
232;0;20.308733041127528;;;;
233;0;22.64070299152528;;;;
234;0;24.025747440746553;56.218478310892024;;;
235;0;23.79792579490287;;;;
236;0;24.875756761994886;;;;
237;0;24.844426736025948;;;;
238;0;23.486891632579347;;;;
239;0;23.228977270414095;;;;
240;0;25.91802564009388;60.764940170945145;65.9471940467951;80.43560175631248;86.10296005130745
241;0;30.424837441478296;;;;
242;0;32.69438975411185;;;;
243;0;32.0061464101884;;;;
244;0;31.797160976135086;;;;
245;0;32.173425076105076;;;;
246;0;31.537485838672406;80.5359337859245;;;
247;0;31.95341333849669;;;;
248;0;31.512676891152083;;;;
249;0;31.890094217530887;;;;
250;0;30.948849936253705;;;;
251;0;32.3555082622077;;;;
252;0;33.65253841825374;83.58010754238015;101.83818035681207;;
253;0;33.20310739876445;;;;
254;0;31.052764997397176;;;;
255;0;29.7461154384609;;;;
256;0;29.127140319061287;;;;
257;0;28.26081207548824;;;;
258;0;28.07352939028021;81.57469497615571;;;
259;0;26.690385632887686;;;;
260;0;25.7322077680315;;;;
261;0;22.52108473284626;;;;
262;0;20.979560079557377;;;;
263;0;20.838916238660012;;;;
264;0;18.942054817861024;67.79391866218559;92.94697143597303;102.39001636592141;
265;0;16.534703736816596;;;;
266;0;13.686550375846233;;;;
267;0;12.198993199920768;;;;
268;0;10.513682982033393;;;;
269;0;8.512687905647109;;;;
270;1;141.66664576501998;142.75652238342425;;;
271;0;15.918658511279608;;;;
272;0;29.634166941101576;;;;
273;0;34.9024902309282;;;;
274;0;36.87065398250634;;;;
275;0;38.373001259246664;;;;
276;0;41.03465270711478;74.42277584719173;147.8028549951485;;
277;0;43.40041969614274;;;;
278;0;44.68114261352611;;;;
279;0;47.69503759528519;;;;
280;0;46.779660101852656;;;;
281;0;44.31574023403026;;;;
282;0;42.50309219472178;104.44866025422732;;;
283;0;42.48346615466497;;;;
284;0;39.864413258113196;;;;
285;0;38.89541070508811;;;;
286;0;36.79881046387009;;;;
287;0;31.457772947156762;;;;
288;0;25.34518523791622;96.39223796596895;118.01080683085381;155.52417419753763;161.49809698022756
289;0;20.53618663838323;;;;
290;0;24.003068799938895;;;;
291;0;29.011281508428983;;;;
292;0;30.51541694384858;;;;
293;0;32.48378967639656;;;;
294;0;34.43722141994171;81.26288159829603;;;
295;0;35.480217998770534;;;;
296;0;36.25489497136634;;;;
297;0;35.52905602707414;;;;
298;0;35.443301783319704;;;;
299;0;38.0041377518619;;;;
300;0;38.040964625534365;103.99490681604614;122.85919774053708;;
301;0;34.780179272063435;;;;
302;0;24.275505230179068;;;;
303;0;18.547835969423893;;;;
304;0;18.819733355054833;;;;
305;0;25.024504800612746;;;;
306;0;33.66006160171965;57.7268211814111;;;
307;0;37.94694624133252;;;;
308;0;33.6882746899739;;;;
309;0;28.49950769812281;;;;
310;0;27.717589127951435;;;;
311;0;25.49330124331387;;;;
312;0;23.018951201232937;97.88600518157783;111.83515581917682;116.73837808471836;
313;0;19.420331532511195;;;;
314;0;15.329314824817247;;;;
315;0;16.396898891338513;;;;
316;0;18.260066935246275;;;;
317;0;17.365178130295476;;;;
318;0;15.475675039939425;53.64773330761093;;;
319;0;13.032950979282772;;;;
320;0;10.99022740242082;;;;
321;0;8.591645048237302;;;;
322;0;6.392623025663813;;;;
323;0;4.815407517602649;;;;
324;0;3.7596845806102435;33.406336288173954;66.57979810045053;;
325;0;2.8690444358503786;;;;
326;1;128.7486938297648;;;;
327;0;2.8209462648195514;;;;
328;0;8.105491511316032;;;;
329;0;13.152190366327801;;;;
330;0;18.22759759124431;129.69747590679404;;;
331;0;20.0917816229821;;;;
332;0;22.028845186497186;;;;
333;0;22.39755259591387;;;;
334;0;22.31611169624944;;;;
335;0;26.874552184619663;;;;
336;0;31.392320801889326;61.16334208813631;128.9239745657882;129.54297836747628;127.45420095738112
337;0;34.2242448951327;;;;
338;0;33.583605855318886;;;;
339;0;37.358024551953605;;;;
340;0;41.07020747302527;;;;
341;0;46.62797311962812;;;;
342;0;48.183287822005404;90.8327011241974;;;
343;0;45.3783384908417;;;;
344;0;39.120661471492305;;;;
345;0;31.176795943689697;;;;
346;0;29.462860124672506;;;;
347;0;35.016372516444065;;;;
348;0;36.01426690131787;73.59541736700785;102.75796939873213;;
349;0;36.12674736399893;;;;
350;0;36.0567828097269;;;;
351;0;34.6593018689265;;;;
352;0;33.13719116759908;;;;
353;0;31.38018567632686;;;;
354;0;28.615319597055862;88.85612423461228;;;
355;0;26.275799353691486;;;;
356;0;24.453771322808688;;;;
357;0;23.316751293240422;;;;
358;0;22.193542523602407;;;;
359;0;21.7622456795346;;;;
360;0;21.174770443741924;56.36267764055254;100.6958719180506;101.18178442964755;
361;0;21.34505708214096;;;;
362;0;22.193975566626687;;;;
363;0;22.58407680910859;;;;
364;0;23.403909809514968;;;;
365;0;23.906412234762804;;;;
366;0;23.451477732904316;54.27498965676029;;;
367;0;22.648049719689887;;;;
368;0;21.07258732564501;;;;
369;0;22.003792667901774;;;;
370;0;21.813958767100114;;;;
371;0;20.1003950170037;;;;
372;0;24.117977291567964;45.19283055022067;66.8084539650351;;
373;0;24.900400846026645;;;;
374;0;22.297762667139455;;;;
375;0;19.747186174538076;;;;
376;0;19.6269583856957;;;;
377;0;21.057823102479613;;;;
378;0;20.09612219131062;46.693714696248115;;;
379;0;20.697296448275253;;;;
380;0;21.657759427326067;;;;
381;0;20.36129272283723;;;;
382;0;18.124159473465248;;;;
383;0;21.522651688286498;;;;
384;0;22.575703093960303;40.301395845338654;56.671851157681715;82.37388968179404;108.18648014765398
385;0;20.734970306748135;;;;
386;0;17.930115249642338;;;;
387;0;17.006097313202144;;;;
388;0;19.204919273343652;;;;
389;0;19.619798946120778;;;;
390;0;20.64350186509973;41.516024687421464;;;
391;0;21.21531295352453;;;;
392;0;19.76341547979974;;;;
393;0;19.011770534238284;;;;
394;0;22.930259427632077;;;;
395;0;23.52482744554844;;;;
396;0;20.782544504761482;47.17647654909891;47.044662080852554;;
397;0;16.569496745520013;;;;
398;0;16.307136081149768;;;;
399;0;18.780027498072734;;;;
400;0;19.01381578252905;;;;
401;0;19.91810380677455;;;;
402;0;20.308522605919418;45.81330735854059;;;
403;0;18.146989666798287;;;;
404;0;15.872702287051926;;;;
405;0;20.82172159439035;;;;
406;0;21.918950386029223;;;;
407;0;20.1154488678148;;;;
408;0;17.832309507412557;49.22964992190288;45.76833600472657;61.44909393572191;
409;0;17.097929680234103;;;;
410;0;18.416684800918386;;;;
411;0;17.273337312371932;;;;
412;0;16.683508495888898;;;;
413;0;17.094752967418373;;;;
414;0;17.219155195579557;44.151993528873376;;;
415;0;17.46649379825106;;;;
416;0;16.570428950999855;;;;
417;0;16.33812461037422;;;;
418;0;17.588742663263975;;;;
419;0;21.22112884171614;;;;
420;0;23.7479902463373;47.51773653584659;55.92534209540279;;
421;0;24.808141599650952;;;;
422;0;22.972064490773853;;;;
423;0;18.445465154740102;;;;
424;0;20.322836600325523;;;;
425;0;22.51466490986023;;;;
426;0;22.639181834178743;53.34222490946677;;;
427;0;19.62513157604853;;;;
428;0;17.493319099357077;;;;
429;0;17.851592578080147;;;;
430;0;17.203054127797284;;;;
431;0;15.622306952722278;;;;
432;0;15.544312599741723;55.81351950908995;73.31653685668468;82.17231950214905;90.10122746965712
433;0;15.726583977624331;;;;
434;0;15.409180004317848;;;;
435;0;14.291453431697585;;;;
436;0;14.286917033176872;;;;
437;0;13.192783724802844;;;;
438;0;12.977876139403763;51.023196894359735;;;
439;0;13.400012899205473;;;;
440;0;14.619729168283104;;;;
441;0;14.143924035269823;;;;
442;0;11.801520564199935;;;;
443;0;10.185114076323828;;;;
444;0;9.589336905399543;47.09042498719123;70.37442981991036;;
445;0;9.38889463870173;;;;
446;0;8.289496157747413;;;;
447;0;7.160170402857101;;;;
448;0;6.475560775522462;;;;
449;0;6.429923126625016;;;;
450;0;5.330150381415896;31.520481786870352;;;
451;0;3.0699004464335373;;;;
452;0;2.566761052519262;;;;
453;0;1.0224647001274891;;;;
454;1;137.16622164046797;;;;
455;0;6.017405440715828;;;;
456;0;12.241967646796459;134.5562180186332;135.73284873271973;134.30535840413216;
457;0;15.19863839989709;;;;
458;0;15.342235717139987;;;;
459;0;13.041172980767644;;;;
460;0;8.736141807903637;;;;
461;0;6.803636950527932;;;;
462;0;11.38116305676642;26.27550377112793;;;
463;0;15.078601924748488;;;;
464;0;15.739135292205432;;;;
465;0;13.80096020955723;;;;
466;0;9.594451699004809;;;;
467;0;7.153088730849088;;;;
468;0;11.747923696635993;27.55635270865906;18.341462722826527;;
469;0;15.301733910486254;;;;
470;0;15.53221488562256;;;;
471;0;13.628790974453638;;;;
472;0;9.415997310659504;;;;
473;0;7.403409953756276;;;;
474;0;12.720603681237053;29.325331986279995;;;
475;0;15.698948163109034;;;;
476;0;16.383222228799823;;;;
477;0;14.930410331079946;;;;
478;0;11.276553205579559;;;;
479;0;6.953238929523928;;;;
480;0;11.348402030465873;30.600551923529828;29.719073675863328;38.56399060959413;139.25447980256243
481;0;14.938258938113751;;;;
482;0;15.409544507317705;;;;
483;0;13.692561145889314;;;;
484;0;9.893339285085863;;;;
485;0;8.175880144038645;;;;
486;0;12.949738273522357;31.341274390135716;;;
487;0;15.787001618299607;;;;
488;0;17.099705832344362;;;;
489;0;18.222708521601106;;;;
490;0;20.329603151151993;;;;
491;0;24.30338560816211;;;;
492;0;29.168198782085227;56.161676851444206;58.06266230162133;;
493;0;30.893393591988698;;;;
494;0;33.65818804077882;;;;
495;0;33.1878827568812;;;;
496;0;30.528501438951277;;;;
497;0;31.385126413227006;;;;
498;0;29.76690921896946;82.30563269846807;;;
499;0;23.417299389624848;;;;
500;0;16.351632723611967;;;;
501;0;9.780696414906721;;;;
502;0;12.427854304046546;;;;
503;0;16.33913767241831;;;;
504;0;19.498044664410518;32.61797598933034;87.95342512602376;81.77304509129073;
505;0;21.283184334826547;;;;
506;0;22.823676674241987;;;;
507;0;23.34363438843922;;;;
508;0;23.401860296435196;;;;
509;0;26.249377766816032;;;;
510;0;30.780368347504684;73.29604178585457;;;
511;0;34.16626423417941;;;;
512;0;33.19299859165148;;;;
513;0;30.90429989408009;;;;
514;0;27.84928797449027;;;;
515;0;21.4611234797714;;;;
516;0;9.605668343420433;69.98500065316964;85.63807847645697;;
517;0;10.52649368052275;;;;
518;0;14.128242804908211;;;;
519;0;17.07797693562123;;;;
520;0;19.4855028993354;;;;
521;0;21.761344014210756;;;;
522;0;23.257432418605898;54.119750728220914;;;
523;0;24.09443959050968;;;;
524;0;24.608210647165826;;;;
525;0;25.536730330505925;;;;
526;0;24.734901884053713;;;;
527;0;23.514997366131734;;;;
528;0;21.31500315279144;66.75271291139983;83.49597654045218;65.28188222584541;96.30175555147082
529;0;18.719552589525904;;;;
530;0;15.63892501146753;;;;
531;0;12.207503593696233;;;;
532;0;8.063640806727257;;;;
533;0;6.950339260541039;;;;
534;0;10.124825849184585;36.691027595142245;;;
535;0;12.23247355621259;;;;
536;0;13.459735994685115;;;;
537;0;13.934151407622021;;;;
538;0;15.94996575141021;;;;
539;0;17.933929188482804;;;;
540;0;16.74582010596517;51.4386940312405;53.37883096007685;;
541;0;15.798861011758005;;;;
542;0;14.377826773193044;;;;
543;0;14.753702542931741;;;;
544;0;15.995183531393884;;;;
545;0;16.982182055948062;;;;
546;0;18.32541956497567;53.13836444344042;;;
547;0;17.766740452989044;;;;
548;0;16.48755912321148;;;;
549;0;16.229467161690618;;;;
550;0;13.769895793661911;;;;
551;0;10.470869055905217;;;;
552;0;8.628982990286229;53.760624139822276;79.61495323279708;91.82307502690526;
553;0;6.562058223726197;;;;
554;0;5.8915871013706695;;;;
555;0;6.3345312784137;;;;
556;0;6.786065537068803;;;;
557;0;6.548279119381024;;;;
558;0;6.411507792454928;28.32135421170545;;;
559;0;6.04216239870985;;;;
560;0;6.29805561028711;;;;
561;0;5.689311121411409;;;;
562;0;4.0768927018999195;;;;
563;0;4.215469003602497;;;;
564;0;4.49383220120534;20.98058713092338;38.79442819982194;;
565;0;3.7133881872527423;;;;
566;0;3.1456724089484465;;;;
567;0;3.0631104956836563;;;;
568;0;3.272630488551534;;;;
569;0;3.2733655265339046;;;;
570;1;132.11189029986727;132.72327830996653;;;
571;0;3.8248485264205643;;;;
572;0;6.623960712170687;;;;
573;0;9.970012804851901;;;;
574;0;13.420934431218074;;;;
575;0;13.845084043459059;;;;
576;0;14.680715659075751;34.06371280275499;129.34965338159463;131.30692315158163;116.12646497509839
577;0;15.738285420136082;;;;
578;0;15.322349070252264;;;;
579;0;12.830792499431647;;;;
580;0;7.195453098727572;;;;
581;0;9.128178092246497;;;;
582;0;16.02932220356655;23.474001405488472;;;
583;0;19.062978370058243;;;;
584;0;20.23364940199129;;;;
585;0;20.317760031368838;;;;
586;0;20.01266335907632;;;;
587;0;20.815156547679003;;;;
588;0;21.15769505302339;57.251078832673585;52.7334604776456;;
589;0;19.41787496502633;;;;
590;0;14.243682975225488;;;;
591;0;10.445272094871244;;;;
592;0;6.923526390134165;;;;
593;0;3.830138079669288;;;;
594;0;3.7340495066151234;36.88302812983115;;;
595;0;3.3223122104618117;;;;
596;0;3.397197809577572;;;;
597;0;4.192274028346309;;;;
598;0;4.740579231786605;;;;
599;0;6.346458371183457;;;;
600;0;8.33295301238481;22.543769290526356;42.89949376708542;65.53541285585912;
601;0;9.164788209892382;;;;
602;0;10.500238803900146;;;;
603;0;11.264704491517191;;;;
604;0;11.871165721270636;;;;
605;0;12.796501960419395;;;;
606;0;12.752929726732464;37.394201179462556;;;
607;0;13.12882842349648;;;;
608;0;11.471223324391357;;;;
609;0;11.134003060767355;;;;
610;0;10.34391142151638;;;;
611;0;7.9125595950859875;;;;
612;0;5.645645680459181;34.96193156057484;51.525685268191694;;
613;0;7.1064738664540785;;;;
614;0;8.986084692206063;;;;
615;0;10.39018094523172;;;;
616;0;11.627127542810378;;;;
617;0;12.241055950883217;;;;
618;0;13.140522423398615;38.51117159215301;;;
619;0;13.317061440012784;;;;
620;0;13.463720822423149;;;;
621;0;13.639734337853666;;;;
622;0;12.645030629820555;;;;
623;0;11.813331715849682;;;;
624;0;11.029410539361413;42.349763839739715;58.11055694356222;61.980672477347674;85.76795397981326
625;0;13.93000899467684;;;;
626;0;19.950022746449932;;;;
627;0;23.66150146953685;;;;
628;0;25.172563537712833;;;;
629;0;26.398465808764374;;;;
630;0;25.930996571193244;70.5837704820676;;;
631;0;22.707807128907575;;;;
632;0;17.90663108879079;;;;
633;0;12.41740627428805;;;;
634;0;14.034004285538613;;;;
635;0;14.844778120695496;;;;
636;0;14.688209607155258;45.21296873994089;80.15764899436365;;
637;0;16.071522957339415;;;;
638;0;15.60203053254337;;;;
639;0;14.766932759766012;;;;
640;0;16.553968819009352;;;;
641;0;18.464847980500835;;;;
642;0;21.180474375691826;62.65369774180664;;;
643;0;27.044562674432132;;;;
644;0;29.667108182986016;;;;
645;0;29.7172449112272;;;;
646;0;30.845121659931294;;;;
647;0;31.88384487468681;;;;
648;0;30.97829348274751;92.70781926990072;101.12295331293045;111.56381271590311;
649;0;18.071484840239425;;;;
650;0;21.794226149882554;;;;
651;0;23.52901265072764;;;;
652;0;24.02788723848724;;;;
653;0;23.754111652927378;;;;
654;0;23.799755494732654;63.49439633389546;;;
655;0;23.676000221632773;;;;
656;0;22.464209480440392;;;;
657;0;22.087501076339105;;;;
658;0;20.652065900482995;;;;
659;0;20.35012721625671;;;;
660;0;19.311943890483853;62.61530212089738;89.35038139767022;;
661;0;17.26143889356371;;;;
662;0;17.022132064897193;;;;
663;0;17.855084420430266;;;;
664;0;17.484163913775852;;;;
665;0;17.565724202688262;;;;
666;0;17.513446040988025;57.23246437042159;;;
667;0;17.272558736145925;;;;
668;0;16.802586940928606;;;;
669;0;15.545170383762635;;;;
670;0;14.569022973492553;;;;
671;0;15.719333679553985;;;;
672;0;16.502332975479156;54.530658070829595;78.10863320202456;103.1819537178684;101.67023888890557
673;0;17.27044289002852;;;;
674;0;17.25979040042166;;;;
675;0;17.307333109043103;;;;
676;0;16.221884656906568;;;;
677;0;13.028233247135418;;;;
678;0;9.182842343761665;55.79579099472024;;;
679;1;130.17145493408927;;;;
680;0;2.232626256900698;;;;
681;0;3.33033483855752;;;;
682;0;5.3708483447297235;;;;
683;0;7.275706188793443;;;;
684;0;7.463171670902483;130.2153507536551;133.77356664112446;;
685;0;9.197012493789856;;;;
686;0;10.186840813586132;;;;
687;0;10.943872389626552;;;;
688;0;12.710449699609478;;;;
689;0;14.585717603494492;;;;
690;0;16.604187072931893;48.53155139396265;;;
691;0;18.77633085433605;;;;
692;0;19.1182073277271;;;;
693;0;19.73383521848515;;;;
694;0;20.645138963819363;;;;
695;0;24.56187042745023;;;;
696;0;24.690588200673623;61.41861076603042;75.25669618967916;125.09715036051995;
697;0;24.499754707673425;;;;
698;0;25.91193189725227;;;;
699;0;25.15839073236823;;;;
700;0;34.48960938321963;;;;
701;0;39.41385281772803;;;;
702;0;40.15036528194677;80.69478119977273;;;
703;0;29.23263079310206;;;;
704;0;20.218928133594027;;;;
705;0;19.41504601541786;;;;
706;0;17.798359594726026;;;;
707;0;19.778715918825938;;;;
708;0;20.06777497250472;59.67611601279952;98.45252928669964;;
709;0;18.702977471736027;;;;
710;0;14.327794862344398;;;;
711;0;16.775111404478228;;;;
712;0;21.74534717792223;;;;
713;0;22.907318693678025;;;;
714;0;24.593889622194364;56.75416379046853;;;
715;0;27.17306909598419;;;;
716;0;25.972839578496433;;;;
717;0;19.59101714143765;;;;
718;0;12.949149265424168;;;;
719;0;17.22534168477162;;;;
720;0;20.07379837762864;56.539690647800036;78.28034483001468;96.07128398892428;117.27701838451705
721;0;21.190843553736112;;;;
722;0;20.476097424060804;;;;
723;0;18.884186828889327;;;;
724;0;15.850757638352288;;;;
725;0;10.686667932055707;;;;
726;0;7.532931124964539;55.98661938783845;;;
727;0;8.276255929085275;;;;
728;0;12.716837218621968;;;;
729;0;16.547314410860636;;;;
730;0;18.268917974384806;;;;
731;0;19.27044358574815;;;;
732;0;18.34934699306162;50.342076637799124;55.783608239338804;;
733;0;16.38379995531265;;;;
734;0;13.745170356484556;;;;
735;0;12.900793920936588;;;;
736;0;11.186621058030608;;;;
737;0;6.692872916643182;;;;
738;0;5.123179117690056;37.012709413495536;;;
739;0;5.811474157886231;;;;
740;0;6.6322269162898255;;;;
741;0;6.807664871051209;;;;
742;0;5.83276657752185;;;;
743;0;5.534203923018747;;;;
744;0;6.0989497898176905;24.870078446877205;35.75194318048418;61.622096341317004;
745;0;8.989535512420478;;;;
746;0;11.856025546309787;;;;
747;0;12.3760383380886;;;;
748;0;12.132669514036833;;;;
749;0;10.731027383194192;;;;
750;0;10.453372283985312;39.38083733362585;;;
751;0;9.388150581285203;;;;
752;0;11.450112003456539;;;;
753;0;15.413278947041542;;;;
754;0;16.610562700206234;;;;
755;0;18.07933292076103;;;;
756;0;16.19168724526269;47.886577293643825;41.75552183189128;;
757;0;13.352291642085838;;;;
758;0;8.910442221599064;;;;
759;0;13.99832379261078;;;;
760;0;16.722359640421406;;;;
761;0;16.73112756287738;;;;
